Sample ID (TARA_barcode#, registered at ...)	Sample ID (BioSamples accession number (...)	Sample ID (ENA sample accession number (...)	Basis	Campaign	Station (TARA_station#, registered at ...)	Method/Device	Event	Date/Time	Latitude	Longitude	Env feature ([abbreviation], full name (EN...)	Depth, nominal (from which this sample was co...)	Depth top [m] (from which this sample was co...)	Depth bot [m] (from which this sample was co...)	Fraction lower [µm] (used on board to prepare samp...)	Fraction upper [µm] (used on board to prepare samp...)	Sample material (TARA_station#_environmental-f...)	Sample method (short label describing the ta...)	Sample label (TARA_event-datetime_station#_...)	Env feature (about the thickness of the la...)	Env feature (about the pelagic zone (e.g. ...)	Env feature (about the light environment (...)	Env feature (about the oxygen environment ...)	Env feature (about the nutrient environmen...)	Env feature (about the aggregation of phot...)	Env feature (about vertical stratification...)	Env feature (about connectivity with the b...)	Env feature (about other information provi...)	Env feature (about the oxygen environment ...)	Env feature (about the nutrient environmen...)	Env feature (about the aggregation of phot...)	Kd490 [1/m] (at the sampling location and ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	bbp470 [1/m] ((443 nm) at the sampling loca...)	acCDOM [1/m] ((443 nm) at the sampling loca...)	Kd(PAR) [1/m] (Kd(PAR)1 is calculated for a ...)	Kd(PAR) [1/m] (Kd(PAR)2 is calculated for a ...)	z(SD) [m] (Measured in situ)	z(eu) [m] (at the sampling location for ...)	z(eu) [m] (zeu(0.415) is the depth of th...)	z(eu) [m] (zeu(0.415) is the depth of th...)	z(eu) [m] (zeu(0.415) is the depth of th...)	UMLD [m] (based on sigma theta, calcula...)	UMLD [m] (based on temperature, calcula...)	D chl m [m] (calculated from in situ senso...)	Depth max Brunt Väisälä freq [m] (calculated from in situ senso...)	Depth max O2 [m] (calculated from in situ senso...)	Depth min O2 [m] (calculated from in situ senso...)	Depth nitracline [m] (calculated from in situ senso...)	Temp [°C] (at a depth of 10 m, below the...)	Temp [°C] (at the base of the euphotic z...)	Temp [°C] (at the base of the euphotic z...)	Temp [°C] (at the depth of the mixed lay...)	Temp [°C] (at the depth of the mixed lay...)	Temp [°C] (at the depth of maximum chlor...)	Temp [°C] (at the depth of maximum Brunt...)	Temp [°C] (at the depth of maximum oxyge...)	Temp [°C] (at the depth of minimum oxyge...)	Temp [°C] (at the depth of the nitraclin...)	Sal (at a depth of 10 m, below the...)	Sal (at the base of the euphotic z...)	Sal (at the base of the euphotic z...)	Sal (at the depth of the mixed lay...)	Sal (at the depth of the mixed lay...)	Sal (at the depth of maximum chlor...)	Sal (at the depth of maximum Brunt...)	Sal (at the depth of maximum oxyge...)	Sal (at the depth of minimum oxyge...)	Sal (at the depth of the nitraclin...)	Sigma-theta [kg/m**3] (at a depth of 10 m, below the...)	Sigma-theta [kg/m**3] (at the base of the euphotic z...)	Sigma-theta [kg/m**3] (at the base of the euphotic z...)	Sigma-theta [kg/m**3] (at the depth of the mixed lay...)	Sigma-theta [kg/m**3] (at the depth of the mixed lay...)	Sigma-theta [kg/m**3] (at the depth of maximum chlor...)	Sigma-theta [kg/m**3] (at the depth of maximum Brunt...)	Sigma-theta [kg/m**3] (at the depth of maximum oxyge...)	Sigma-theta [kg/m**3] (at the depth of minimum oxyge...)	Sigma-theta [kg/m**3] (at the depth of the nitraclin...)	N**2 [1/s**2] (at a depth of 10 m, below the...)	N**2 [1/s**2] (at the base of the euphotic z...)	N**2 [1/s**2] (at the base of the euphotic z...)	N**2 [1/s**2] (at the depth of the mixed lay...)	N**2 [1/s**2] (at the depth of the mixed lay...)	N**2 [1/s**2] (at the depth of maximum chlor...)	N**2 [1/s**2] (at the depth of maximum Brunt...)	N**2 [1/s**2] (at the depth of maximum oxyge...)	N**2 [1/s**2] (at the depth of minimum oxyge...)	N**2 [1/s**2] (at the depth of the nitraclin...)	Chl a [mg/m**3] (at a depth of 10 m, below the...)	Chl a [mg/m**3] (at the base of the euphotic z...)	Chl a [mg/m**3] (at the base of the euphotic z...)	Chl a [mg/m**3] (at the depth of the mixed lay...)	Chl a [mg/m**3] (at the depth of the mixed lay...)	Chl a [mg/m**3] (at the depth of maximum chlor...)	Chl a [mg/m**3] (at the depth of maximum Brunt...)	Chl a [mg/m**3] (at the depth of maximum oxyge...)	Chl a [mg/m**3] (at the depth of minimum oxyge...)	Chl a [mg/m**3] (at the depth of the nitraclin...)	OXYGEN [µmol/kg] (at a depth of 10 m, below the...)	OXYGEN [µmol/kg] (at the base of the euphotic z...)	OXYGEN [µmol/kg] (at the base of the euphotic z...)	OXYGEN [µmol/kg] (at the depth of the mixed lay...)	OXYGEN [µmol/kg] (at the depth of the mixed lay...)	OXYGEN [µmol/kg] (at the depth of maximum chlor...)	OXYGEN [µmol/kg] (at the depth of maximum Brunt...)	OXYGEN [µmol/kg] (at the depth of maximum oxyge...)	OXYGEN [µmol/kg] (at the depth of minimum oxyge...)	OXYGEN [µmol/kg] (at the depth of the nitraclin...)	[NO3]- [µmol/l] (at a depth of 10 m, below the...)	[NO3]- [µmol/l] (at the base of the euphotic z...)	[NO3]- [µmol/l] (at the base of the euphotic z...)	[NO3]- [µmol/l] (at the depth of the mixed lay...)	[NO3]- [µmol/l] (at the depth of the mixed lay...)	[NO3]- [µmol/l] (at the depth of maximum chlor...)	[NO3]- [µmol/l] (at the depth of maximum Brunt...)	[NO3]- [µmol/l] (at the depth of maximum oxyge...)	[NO3]- [µmol/l] (at the depth of minimum oxyge...)	[NO3]- [µmol/l] (at the depth of the nitraclin...)
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000741	SAMEA2621020	ERS490272	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T0655Z_068_EVENT_PUMP	2010-09-14T06:55	-31.0266	4.665	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_068_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100000741	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	<50 m from a strong peak in chlorophyll fluorescence	none	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000739	SAMEA2621021	ERS490273	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T0655Z_068_EVENT_PUMP	2010-09-14T06:55	-31.0266	4.665	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_068_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000739	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	<50 m from a strong peak in chlorophyll fluorescence	none	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_R100000988	SAMEA2621033	ERS490285	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T0655Z_068_EVENT_PUMP	2010-09-14T06:55	-31.0266	4.665	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_068_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000988	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	<50 m from a strong peak in chlorophyll fluorescence	none	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100000482	SAMEA2621037	ERS490296	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	-31.027	4.6802	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	3	TARA_068_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L)_W0.22-3_B100000482	discrete depth	within the epipelagic zone (ENVO:00000209)	within the photic zone (ENVO:00000209)	none	none	<10 m from a strong peak in chlorophyll fluorescence	within a marine epipelagic wind mixed layer (ENVO:01000061)	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000748	SAMEA2621044	ERS490303	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	-31.027	4.6802	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	0.45	TARA_068_DCM_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(dry)_W0.22-0.45_Y100000748	discrete depth	within the epipelagic zone (ENVO:00000209)	within the photic zone (ENVO:00000209)	none	none	<10 m from a strong peak in chlorophyll fluorescence	within a marine epipelagic wind mixed layer (ENVO:01000061)	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000746	SAMEA2621045	ERS490304	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	-31.027	4.6802	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.45	0.8	TARA_068_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(dry)_W0.45-0.8_Y100000746	discrete depth	within the epipelagic zone (ENVO:00000209)	within the photic zone (ENVO:00000209)	none	none	<10 m from a strong peak in chlorophyll fluorescence	within a marine epipelagic wind mixed layer (ENVO:01000061)	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_R100000995	SAMEA2621061	ERS490320	SV Tara	TARA_20100905Z	TARA_068	High Volume Peristaltic Pump	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	-31.027	4.6802	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	<0.22	0.22	TARA_068_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_R100000995	discrete depth	within the epipelagic zone (ENVO:00000209)	within the photic zone (ENVO:00000209)	none	none	<10 m from a strong peak in chlorophyll fluorescence	within a marine epipelagic wind mixed layer (ENVO:01000061)	none	none	none	none	presence of a strong peak in chlorophyll fluorescence at the sampling location		0.0428	0.044487	0.041820669546723	0.060399677604437	0.001085186901037	0.015481698326767	0.094930995	0.078182681		75.1965065002441		48	58	174	156	42	353	237	1320		16.8071	16.7855	16.765	16.6103	16.6317	16.7867	14.5569	16.1285	3.291		35.8552	35.8565	35.8558	35.8254	35.8297	35.8563	35.501	35.755	34.7023		26.0921	26.0997	26.1044	26.1221	26.1197	26.099	26.3419	26.1827	27.4998		3.628E-06	8.542E-06	1.088E-06	3.127E-06	3.703E-06	1.02E-07	5.955E-05	5.8426E-05	5.058E-06		0.24139	0.44545	0.41858	0.14757	0.1484	0.44408	0.040949	0.26634	0		231.924	231.1938	230.8128	228.2452	227.2902	232.1068	205.3056	235.2259	169.8053											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100000459	SAMEA2621066	ERS490327	SV Tara	TARA_20100905Z	TARA_070	High Volume Peristaltic Pump	TARA_20100921T0655Z_070_EVENT_PUMP	2010-09-21T06:55	-20.4091	-3.1759	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_070_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000459	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	none	none	none	none	none	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	none			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	149	149	13	159	13	235	161	19.7778	19.794	19.7935	19.6339	19.6339	19.7784	16.6772	19.7784	13.0749	16.5634	36.5477	36.548	36.5477	36.5178	36.5178	36.5478	35.9188	36.5478	35.347	35.9047	25.8748	25.8728	25.8732	25.8967	25.8967	25.8749	26.1772	25.8749	26.5281	26.1932	3.1E-07	7.4E-08	3.6E-08	0.00050182	0.00050182		6.8408E-05		1.8247E-05	0.00010064	0.3299	0.31668	0.3219	0.26627	0.26627	0.33043	0.055587	0.33043	0.025033	0.05461	215.3711	215.8928	214.9668	189.2273	189.2273	215.3386	161.3227	215.3386	142.2895	157.0389	0.29712	-0.029766	0.77859	-0.13655	-0.13655	0.37477	7.3975	0.37477	17.1806	8.5802
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000768	SAMEA2621075	ERS490336	SV Tara	TARA_20100905Z	TARA_070	High Volume Peristaltic Pump	TARA_20100921T0655Z_070_EVENT_PUMP	2010-09-21T06:55	-20.4091	-3.1759	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_070_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100000768	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	none	none	none	none	none	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	none			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	149	149	13	159	13	235	161	19.7778	19.794	19.7935	19.6339	19.6339	19.7784	16.6772	19.7784	13.0749	16.5634	36.5477	36.548	36.5477	36.5178	36.5178	36.5478	35.9188	36.5478	35.347	35.9047	25.8748	25.8728	25.8732	25.8967	25.8967	25.8749	26.1772	25.8749	26.5281	26.1932	3.1E-07	7.4E-08	3.6E-08	0.00050182	0.00050182		6.8408E-05		1.8247E-05	0.00010064	0.3299	0.31668	0.3219	0.26627	0.26627	0.33043	0.055587	0.33043	0.025033	0.05461	215.3711	215.8928	214.9668	189.2273	189.2273	215.3386	161.3227	215.3386	142.2895	157.0389	0.29712	-0.029766	0.77859	-0.13655	-0.13655	0.37477	7.3975	0.37477	17.1806	8.5802
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000766	SAMEA2621076	ERS490337	SV Tara	TARA_20100905Z	TARA_070	High Volume Peristaltic Pump	TARA_20100921T0655Z_070_EVENT_PUMP	2010-09-21T06:55	-20.4091	-3.1759	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_070_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000766	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	none	none	none	none	none	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	none			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	149	149	13	159	13	235	161	19.7778	19.794	19.7935	19.6339	19.6339	19.7784	16.6772	19.7784	13.0749	16.5634	36.5477	36.548	36.5477	36.5178	36.5178	36.5478	35.9188	36.5478	35.347	35.9047	25.8748	25.8728	25.8732	25.8967	25.8967	25.8749	26.1772	25.8749	26.5281	26.1932	3.1E-07	7.4E-08	3.6E-08	0.00050182	0.00050182		6.8408E-05		1.8247E-05	0.00010064	0.3299	0.31668	0.3219	0.26627	0.26627	0.33043	0.055587	0.33043	0.025033	0.05461	215.3711	215.8928	214.9668	189.2273	189.2273	215.3386	161.3227	215.3386	142.2895	157.0389	0.29712	-0.029766	0.77859	-0.13655	-0.13655	0.37477	7.3975	0.37477	17.1806	8.5802
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_R100001015	SAMEA2621085	ERS490346	SV Tara	TARA_20100905Z	TARA_070	High Volume Peristaltic Pump	TARA_20100921T0655Z_070_EVENT_PUMP	2010-09-21T06:55	-20.4091	-3.1759	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_070_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001015	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	none	none	none	none	none	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	none			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	149	149	13	159	13	235	161	19.7778	19.794	19.7935	19.6339	19.6339	19.7784	16.6772	19.7784	13.0749	16.5634	36.5477	36.548	36.5477	36.5178	36.5178	36.5478	35.9188	36.5478	35.347	35.9047	25.8748	25.8728	25.8732	25.8967	25.8967	25.8749	26.1772	25.8749	26.5281	26.1932	3.1E-07	7.4E-08	3.6E-08	0.00050182	0.00050182		6.8408E-05		1.8247E-05	0.00010064	0.3299	0.31668	0.3219	0.26627	0.26627	0.33043	0.055587	0.33043	0.025033	0.05461	215.3711	215.8928	214.9668	189.2273	189.2273	215.3386	161.3227	215.3386	142.2895	157.0389	0.29712	-0.029766	0.77859	-0.13655	-0.13655	0.37477	7.3975	0.37477	17.1806	8.5802
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100000446	SAMEA2621092	ERS490373	SV Tara	TARA_20100905Z	TARA_070	Rosette Vertical Sampling System	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	2010-09-21T11:57	-20.4075	-3.1641	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.22	3	TARA_070_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000446	discrete depth	around 800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	none	none	none	none	none	none	none	none	presence of a weak peak in chlorophyll fluorescence at the sampling location			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	146	146	42	156	15	219		19.7325	19.7383	19.7334	19.6117	19.6117	19.7364	16.4872	19.7319	13.4014		36.5332	36.5343	36.5323	36.4975	36.4975	36.534	35.8433	36.5336	35.3927		25.8757	25.877	25.8774	25.887	25.887	25.8769	26.1639	25.8765	26.4967		2.667E-06	9.3E-08	1.73E-07	0.00043484	0.00043484	1.54E-07	5.9469E-05	7.02E-07	1.3975E-05		0.16578	0.3058	0.278	0.19845	0.19845	0.29645	0.066985	0.18188	0.026174		214.7257	213.8225	214.5647	194.3199	194.3199	214.5484	179.3167	215.56	134.8265											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_N000000669	SAMEA2621105	ERS490386	SV Tara	TARA_20100905Z	TARA_070	Rosette Vertical Sampling System	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	2010-09-21T11:57	-20.4075	-3.1641	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.8	3	TARA_070_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L-or-15min)_W0.8-3_N000000669	discrete depth	around 800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	none	none	none	none	none	none	none	none	presence of a weak peak in chlorophyll fluorescence at the sampling location			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	146	146	42	156	15	219		19.7325	19.7383	19.7334	19.6117	19.6117	19.7364	16.4872	19.7319	13.4014		36.5332	36.5343	36.5323	36.4975	36.4975	36.534	35.8433	36.5336	35.3927		25.8757	25.877	25.8774	25.887	25.887	25.8769	26.1639	25.8765	26.4967		2.667E-06	9.3E-08	1.73E-07	0.00043484	0.00043484	1.54E-07	5.9469E-05	7.02E-07	1.3975E-05		0.16578	0.3058	0.278	0.19845	0.19845	0.29645	0.066985	0.18188	0.026174		214.7257	213.8225	214.5647	194.3199	194.3199	214.5484	179.3167	215.56	134.8265											
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_Y100000782	SAMEA2621099	ERS490380	SV Tara	TARA_20100905Z	TARA_070	Rosette Vertical Sampling System	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	2010-09-21T11:57	-20.4075	-3.1641	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.22	0.45	TARA_070_MES_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.22-0.45_Y100000782	discrete depth	around 800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	none	none	none	none	none	none	none	none	presence of a weak peak in chlorophyll fluorescence at the sampling location			0.041868	0.046042023226619	0.069222874939442	0.001535260002129	0.013676003087312	0.090689424	0.074192279	26	66.6571960449219	88	50	61	146	146	42	156	15	219		19.7325	19.7383	19.7334	19.6117	19.6117	19.7364	16.4872	19.7319	13.4014		36.5332	36.5343	36.5323	36.4975	36.4975	36.534	35.8433	36.5336	35.3927		25.8757	25.877	25.8774	25.887	25.887	25.8769	26.1639	25.8765	26.4967		2.667E-06	9.3E-08	1.73E-07	0.00043484	0.00043484	1.54E-07	5.9469E-05	7.02E-07	1.3975E-05		0.16578	0.3058	0.278	0.19845	0.19845	0.29645	0.066985	0.18188	0.026174		214.7257	213.8225	214.5647	194.3199	194.3199	214.5484	179.3167	215.56	134.8265											
