Sample name	Cruise series	GEOTRACES section	Cruise ID	Cruise Station	Collection Date	Depth (m)	env_biome	env_feature	env_material	geo_loc_name	Latitude and Longitude	Bottle ID	NCBI BioProject	NCBI SRA Study	NCBI BioSample	NCBI SRA Accession	Total read pairs	NCBI SRA Accession for assembled metagenome contigs	Assembly method and version
S0435	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T08:25:00	103	ocean_biome	ocean	water	Pacific Ocean	32.49367 S 169.99517 W	1153802	PRJNA385854	SRP110813	SAMN07136897	SRR5788241	22211220	SRZ187620	metaSPAdes v3.9.0
S0436	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T08:25:00	203	ocean_biome	ocean	water	Pacific Ocean	32.49367 S 169.99517 W	1153793	PRJNA385854	SRP110813	SAMN07136898	SRR5788242	18685468	SRZ187621	metaSPAdes v3.9.0
S0437	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T14:02:00	1012	ocean_biome	ocean	water	Pacific Ocean	32.4875 S 169.991 W	1153967	PRJNA385854	SRP110813	SAMN07136899	SRR5788243	15479438	SRZ187622	metaSPAdes v3.9.0
S0438	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T14:02:00	4580	ocean_biome	ocean	water	Pacific Ocean	32.4875 S 169.991 W	1153916	PRJNA385854	SRP110813	SAMN07136900	SRR5788244	11990970	SRZ187623	metaSPAdes v3.9.0
S0439	GEOTRACES	GP13	TAN1109	GT4	2011-06-12T07:26:00	17	ocean_biome	ocean	water	Pacific Ocean	32.499 S 169.00233 W	1154021	PRJNA385854	SRP110813	SAMN07136901	SRR5788239	26503549	SRZ187624	metaSPAdes v3.9.0
S0440	GEOTRACES	GP13	TAN1109	GT4	2011-06-12T07:26:00	32	ocean_biome	ocean	water	Pacific Ocean	32.499 S 169.00233 W	1154009	PRJNA385854	SRP110813	SAMN07136902	SRR5788240	15805512	SRZ187625	metaSPAdes v3.9.0
S0441	GEOTRACES	GP13	TAN1109	GT4	2011-06-12T07:26:00	52	ocean_biome	ocean	water	Pacific Ocean	32.499 S 169.00233 W	1154003	PRJNA385854	SRP110813	SAMN07136903	SRR5788133	17282275	SRZ187626	metaSPAdes v3.9.0
S0442	GEOTRACES	GP13	TAN1109	GT4	2011-06-12T07:26:00	76	ocean_biome	ocean	water	Pacific Ocean	32.499 S 169.00233 W	1153997	PRJNA385854	SRP110813	SAMN07136904	SRR5788132	44757684	SRZ187627	metaSPAdes v3.9.0
S0443	GEOTRACES	GP13	TAN1109	GT4	2011-06-12T07:26:00	101	ocean_biome	ocean	water	Pacific Ocean	32.499 S 169.00233 W	1153991	PRJNA385854	SRP110813	SAMN07136905	SRR5788135	19489583	SRZ187628	metaSPAdes v3.9.0
S0444	GEOTRACES	GP13	TAN1109	GT5	2011-06-12T16:59:00	15	ocean_biome	ocean	water	Pacific Ocean	32.495 S 168.002 W	1154183	PRJNA385854	SRP110813	SAMN07136906	SRR5788134	20595351	SRZ187629	metaSPAdes v3.9.0
S0445	GEOTRACES	GP13	TAN1109	GT5	2011-06-12T16:59:00	30	ocean_biome	ocean	water	Pacific Ocean	32.495 S 168.002 W	1154156	PRJNA385854	SRP110813	SAMN07136907	SRR5788129	20855176	SRZ187630	metaSPAdes v3.9.0
S0446	GEOTRACES	GP13	TAN1109	GT5	2011-06-12T16:59:00	50	ocean_biome	ocean	water	Pacific Ocean	32.495 S 168.002 W	1154147	PRJNA385854	SRP110813	SAMN07136908	SRR5788128	17858224	SRZ187631	metaSPAdes v3.9.0
S0447	GEOTRACES	GA10	D357	1	2010-10-19T06:14:00	6.1	ocean_biome	ocean	water	Atlantic Ocean	34.62898 S 17.06995 E	237617	PRJNA385854	SRP110813	SAMN07136909	SRR5788131	20500870	SRZ187632	metaSPAdes v3.9.0
S0448	GEOTRACES	GA10	D357	1	2010-10-19T06:14:00	21.1	ocean_biome	ocean	water	Atlantic Ocean	34.62898 S 17.06995 E	237616	PRJNA385854	SRP110813	SAMN07136910	SRR5788130	23963719	SRZ187633	metaSPAdes v3.9.0
S0449	GEOTRACES	GA10	D357	1	2010-10-19T06:14:00	31.2	ocean_biome	ocean	water	Atlantic Ocean	34.62898 S 17.06995 E	237615	PRJNA385854	SRP110813	SAMN07136911	SRR5788137	17977059	SRZ187634	metaSPAdes v3.9.0
S0450	GEOTRACES	GA10	D357	1	2010-10-19T06:14:00	40.8	ocean_biome	ocean	water	Atlantic Ocean	34.62898 S 17.06995 E	237614	PRJNA385854	SRP110813	SAMN07136912	SRR5788136	12717788	SRZ187635	metaSPAdes v3.9.0
S0451	GEOTRACES	GA10	D357	1	2010-10-19T06:14:00	51.4	ocean_biome	ocean	water	Atlantic Ocean	34.62898 S 17.06995 E	237613	PRJNA385854	SRP110813	SAMN07136913	SRR5788032	21510615	SRZ187636	metaSPAdes v3.9.0
S0452	GEOTRACES	GA10	D357	1	2010-10-19T06:14:00	60.9	ocean_biome	ocean	water	Atlantic Ocean	34.62898 S 17.06995 E	237607	PRJNA385854	SRP110813	SAMN07136914	SRR5788033	24932198	SRZ187637	metaSPAdes v3.9.0
S0453	GEOTRACES	GA10	D357	2	2010-10-20T10:08:00	6.4	ocean_biome	ocean	water	Atlantic Ocean	35.36689 S 14.90645 E	237665	PRJNA385854	SRP110813	SAMN07136915	SRR5788030	37413305	SRZ187638	metaSPAdes v3.9.0
S0454	GEOTRACES	GA10	D357	2	2010-10-20T10:08:00	21.3	ocean_biome	ocean	water	Atlantic Ocean	35.36689 S 14.90645 E	237663	PRJNA385854	SRP110813	SAMN07136916	SRR5788031	30995468	SRZ187639	metaSPAdes v3.10.1
S0455	GEOTRACES	GA10	D357	2	2010-10-20T10:08:00	51.1	ocean_biome	ocean	water	Atlantic Ocean	35.36689 S 14.90645 E	237662	PRJNA385854	SRP110813	SAMN07136917	SRR5788028	28264789	SRZ187640	metaSPAdes v3.9.0
S0456	GEOTRACES	GA10	D357	2	2010-10-20T10:08:00	61.4	ocean_biome	ocean	water	Atlantic Ocean	35.36689 S 14.90645 E	237656	PRJNA385854	SRP110813	SAMN07136918	SRR5788029	18737160	SRZ187641	metaSPAdes v3.9.0
S0457	GEOTRACES	GA10	D357	2	2010-10-20T10:08:00	81.5	ocean_biome	ocean	water	Atlantic Ocean	35.36689 S 14.90645 E	237655	PRJNA385854	SRP110813	SAMN07136919	SRR5788026	33396452	SRZ187642	metaSPAdes v3.9.0
S0458	GEOTRACES	GA10	D357	2	2010-10-20T10:08:00	101.9	ocean_biome	ocean	water	Atlantic Ocean	35.36689 S 14.90645 E	237654	PRJNA385854	SRP110813	SAMN07136920	SRR5788027	38872304	SRZ187643	metaSPAdes v3.9.0
S0459	GEOTRACES	GA10	D357	3	2010-10-23T03:39:00	10	ocean_biome	ocean	water	Atlantic Ocean	36.48458 S 13.276 E	237705	PRJNA385854	SRP110813	SAMN07136921	SRR5788034	35885564	SRZ187644	metaSPAdes v3.9.0
S0460	GEOTRACES	GA10	D357	3	2010-10-23T03:39:00	21.1	ocean_biome	ocean	water	Atlantic Ocean	36.48458 S 13.276 E	237702	PRJNA385854	SRP110813	SAMN07136922	SRR5788035	24432069	SRZ187645	metaSPAdes v3.9.0
S0461	GEOTRACES	GA10	D357	3	2010-10-23T03:39:00	50.2	ocean_biome	ocean	water	Atlantic Ocean	36.48458 S 13.276 E	237700	PRJNA385854	SRP110813	SAMN07136923	SRR5788446	22114386	SRZ187646	metaSPAdes v3.9.0
S0462	GEOTRACES	GA10	D357	3	2010-10-23T03:39:00	59.8	ocean_biome	ocean	water	Atlantic Ocean	36.48458 S 13.276 E	237698	PRJNA385854	SRP110813	SAMN07136924	SRR5788445	21437570	SRZ187647	metaSPAdes v3.9.0
S0463	GEOTRACES	GA10	D357	3	2010-10-23T03:39:00	81.5	ocean_biome	ocean	water	Atlantic Ocean	36.48458 S 13.276 E	237697	PRJNA385854	SRP110813	SAMN07136925	SRR5788444	3030493	SRZ187648	metaSPAdes v3.9.0
S0464	GEOTRACES	GA10	D357	3	2010-10-23T03:39:00	101	ocean_biome	ocean	water	Atlantic Ocean	36.48458 S 13.276 E	237693	PRJNA385854	SRP110813	SAMN07136926	SRR5788443	3340457	SRZ187649	metaSPAdes v3.9.0
S0465	GEOTRACES	GA10	D357	4	2010-10-26T06:22:00	6.5	ocean_biome	ocean	water	Atlantic Ocean	38.42539 S 10.08884 E	237500	PRJNA385854	SRP110813	SAMN07136927	SRR5788442	4023804	SRZ187650	metaSPAdes v3.9.0
S0466	GEOTRACES	GA10	D357	4	2010-10-26T06:22:00	21.4	ocean_biome	ocean	water	Atlantic Ocean	38.42539 S 10.08884 E	237498	PRJNA385854	SRP110813	SAMN07136928	SRR5788441	4073413	SRZ187651	metaSPAdes v3.9.0
S0467	GEOTRACES	GA10	D357	4	2010-10-26T06:22:00	42.2	ocean_biome	ocean	water	Atlantic Ocean	38.42539 S 10.08884 E	237497	PRJNA385854	SRP110813	SAMN07136929	SRR5788440	4614269	SRZ187652	metaSPAdes v3.9.0
S0468	GEOTRACES	GA10	D357	4	2010-10-26T06:22:00	52.1	ocean_biome	ocean	water	Atlantic Ocean	38.42539 S 10.08884 E	237496	PRJNA385854	SRP110813	SAMN07136930	SRR5788439	2621276	SRZ187653	metaSPAdes v3.9.0
S0469	GEOTRACES	GA10	D357	4	2010-10-26T06:22:00	62	ocean_biome	ocean	water	Atlantic Ocean	38.42539 S 10.08884 E	237494	PRJNA385854	SRP110813	SAMN07136931	SRR5788438	4628766	SRZ187654	metaSPAdes v3.9.0
S0470	GEOTRACES	GA10	D357	4	2010-10-26T06:22:00	101.9	ocean_biome	ocean	water	Atlantic Ocean	38.42539 S 10.08884 E	237491	PRJNA385854	SRP110813	SAMN07136932	SRR5788437	8488936	SRZ187655	metaSPAdes v3.9.0
S0471	GEOTRACES	GA10	D357	5	2010-10-27T19:24:00	6.3	ocean_biome	ocean	water	Atlantic Ocean	40.06269 S 5.52721 E	237547	PRJNA385854	SRP110813	SAMN07136933	SRR5788302	4633907	SRZ187656	metaSPAdes v3.9.0
S0472	GEOTRACES	GA10	D357	5	2010-10-27T19:24:00	21.6	ocean_biome	ocean	water	Atlantic Ocean	40.06269 S 5.52721 E	237545	PRJNA385854	SRP110813	SAMN07136934	SRR5788303	37316272	SRZ187657	metaSPAdes v3.9.0
S0473	GEOTRACES	GA10	D357	5	2010-10-27T19:24:00	51.2	ocean_biome	ocean	water	Atlantic Ocean	40.06269 S 5.52721 E	237538	PRJNA385854	SRP110813	SAMN07136935	SRR5788304	31544686	SRZ187658	metaSPAdes v3.9.0
S0474	GEOTRACES	GA10	D357	5	2010-10-27T19:24:00	66.3	ocean_biome	ocean	water	Atlantic Ocean	40.06269 S 5.52721 E	237537	PRJNA385854	SRP110813	SAMN07136936	SRR5788305	136553716	SRZ187659	metaSPAdes v3.9.0
S0475	GEOTRACES	GA10	D357	5	2010-10-27T19:24:00	81.4	ocean_biome	ocean	water	Atlantic Ocean	40.06269 S 5.52721 E	237535	PRJNA385854	SRP110813	SAMN07136937	SRR5788306	179603272	SRZ187660	metaSPAdes v3.9.0
S0476	GEOTRACES	GA10	D357	5	2010-10-27T19:24:00	101.9	ocean_biome	ocean	water	Atlantic Ocean	40.06269 S 5.52721 E	237533	PRJNA385854	SRP110813	SAMN07136938	SRR5788307	63169988	SRZ187661	metaSPAdes v3.9.0
S0477	GEOTRACES	GA10	D357	6	2010-10-29T18:23:00	6	ocean_biome	ocean	water	Atlantic Ocean	40.01935 S 0.88755 E	237745	PRJNA385854	SRP110813	SAMN07136939	SRR5788308	15108191	SRZ187662	metaSPAdes v3.9.0
S0478	GEOTRACES	GA10	D357	6	2010-10-29T18:23:00	21.4	ocean_biome	ocean	water	Atlantic Ocean	40.01935 S 0.88755 E	237743	PRJNA385854	SRP110813	SAMN07136940	SRR5788309	23994618	SRZ187663	metaSPAdes v3.9.0
S0479	GEOTRACES	GA10	D357	6	2010-10-29T18:23:00	50.9	ocean_biome	ocean	water	Atlantic Ocean	40.01935 S 0.88755 E	237741	PRJNA385854	SRP110813	SAMN07136941	SRR5788310	22535725	SRZ187664	metaSPAdes v3.9.0
S0480	GEOTRACES	GA10	D357	6	2010-10-29T18:23:00	61.4	ocean_biome	ocean	water	Atlantic Ocean	40.01935 S 0.88755 E	237739	PRJNA385854	SRP110813	SAMN07136942	SRR5788311	18642753	SRZ187665	metaSPAdes v3.9.0
S0481	GEOTRACES	GA10	D357	6	2010-10-29T18:23:00	76.2	ocean_biome	ocean	water	Atlantic Ocean	40.01935 S 0.88755 E	237737	PRJNA385854	SRP110813	SAMN07136943	SRR5788206	17579682	SRZ187666	metaSPAdes v3.9.0
S0482	GEOTRACES	GA10	D357	6	2010-10-29T18:23:00	101.9	ocean_biome	ocean	water	Atlantic Ocean	40.01935 S 0.88755 E	237733	PRJNA385854	SRP110813	SAMN07136944	SRR5788205	27426654	SRZ187667	metaSPAdes v3.9.0
S0483	GEOTRACES	GA10	D357	9	2010-11-10T12:29:00	6	ocean_biome	ocean	water	Atlantic Ocean	34.89531 S 16.07692 E	237841	PRJNA385854	SRP110813	SAMN07136945	SRR5788208	27379204	SRZ187668	metaSPAdes v3.9.0
S0484	GEOTRACES	GA10	D357	9	2010-11-10T12:29:00	21.2	ocean_biome	ocean	water	Atlantic Ocean	34.89531 S 16.07692 E	237839	PRJNA385854	SRP110813	SAMN07136946	SRR5788207	26404478	SRZ187669	metaSPAdes v3.9.0
S0485	GEOTRACES	GA10	D357	9	2010-11-10T12:29:00	41.3	ocean_biome	ocean	water	Atlantic Ocean	34.89531 S 16.07692 E	237837	PRJNA385854	SRP110813	SAMN07136947	SRR5788210	24405956	SRZ187670	metaSPAdes v3.9.0
S0486	GEOTRACES	GA10	D357	9	2010-11-10T12:29:00	60.9	ocean_biome	ocean	water	Atlantic Ocean	34.89531 S 16.07692 E	237830	PRJNA385854	SRP110813	SAMN07136948	SRR5788209	30741762	SRZ187671	metaSPAdes v3.9.0
S0487	GEOTRACES	GA10	D357	9	2010-11-10T12:29:00	71.6	ocean_biome	ocean	water	Atlantic Ocean	34.89531 S 16.07692 E	237829	PRJNA385854	SRP110813	SAMN07136949	SRR5788212	27914646	SRZ187672	metaSPAdes v3.9.0
S0488	GEOTRACES	GA10	D357	9	2010-11-10T12:29:00	101.1	ocean_biome	ocean	water	Atlantic Ocean	34.89531 S 16.07692 E	237826	PRJNA385854	SRP110813	SAMN07136950	SRR5788211	23142791	SRZ187673	metaSPAdes v3.9.0
S0489	GEOTRACES	GA10	D357	3 reoccupied	2010-11-12T07:08:00	6.3	ocean_biome	ocean	water	Atlantic Ocean	36.4495 S 13.21958 E	237889	PRJNA385854	SRP110813	SAMN07136951	SRR5788203	24121575	SRZ187674	metaSPAdes v3.9.0
S0490	GEOTRACES	GA10	D357	3 reoccupied	2010-11-12T07:08:00	21.1	ocean_biome	ocean	water	Atlantic Ocean	36.4495 S 13.21958 E	237887	PRJNA385854	SRP110813	SAMN07136952	SRR5788202	26180530	SRZ187675	metaSPAdes v3.9.0
S0491	GEOTRACES	GA10	D357	3 reoccupied	2010-11-12T07:08:00	40.7	ocean_biome	ocean	water	Atlantic Ocean	36.4495 S 13.21958 E	237886	PRJNA385854	SRP110813	SAMN07136953	SRR5788075	24460059	SRZ187676	metaSPAdes v3.9.0
S0492	GEOTRACES	GA10	D357	3 reoccupied	2010-11-12T07:08:00	61.5	ocean_biome	ocean	water	Atlantic Ocean	36.4495 S 13.21958 E	237882	PRJNA385854	SRP110813	SAMN07136954	SRR5788076	30260345	SRZ187677	metaSPAdes v3.9.0
S0493	GEOTRACES	GA10	D357	3 reoccupied	2010-11-12T07:08:00	80.9	ocean_biome	ocean	water	Atlantic Ocean	36.4495 S 13.21958 E	237881	PRJNA385854	SRP110813	SAMN07136955	SRR5788073	26635656	SRZ187678	metaSPAdes v3.9.0
S0494	GEOTRACES	GA10	D357	3 reoccupied	2010-11-12T07:08:00	100.9	ocean_biome	ocean	water	Atlantic Ocean	36.4495 S 13.21958 E	237880	PRJNA385854	SRP110813	SAMN07136956	SRR5788074	23191986	SRZ187679	metaSPAdes v3.9.0
S0495	GEOTRACES	GA10	D357	11	2010-11-15T02:37:00	6.1	ocean_biome	ocean	water	Atlantic Ocean	39.25553 S 7.72506 E	237937	PRJNA385854	SRP110813	SAMN07136957	SRR5788079	27445687	SRZ187680	metaSPAdes v3.10.1
S0496	GEOTRACES	GA10	D357	11	2010-11-15T02:37:00	21.4	ocean_biome	ocean	water	Atlantic Ocean	39.25553 S 7.72506 E	237936	PRJNA385854	SRP110813	SAMN07136958	SRR5788080	27301346	SRZ187681	metaSPAdes v3.10.1
S0497	GEOTRACES	GA10	D357	11	2010-11-15T02:37:00	51.2	ocean_biome	ocean	water	Atlantic Ocean	39.25553 S 7.72506 E	237934	PRJNA385854	SRP110813	SAMN07136959	SRR5788077	18333948	SRZ187682	metaSPAdes v3.10.1
S0498	GEOTRACES	GA10	D357	11	2010-11-15T02:37:00	71.3	ocean_biome	ocean	water	Atlantic Ocean	39.25553 S 7.72506 E	237933	PRJNA385854	SRP110813	SAMN07136960	SRR5788078	25004485	SRZ187683	metaSPAdes v3.10.1
S0499	GEOTRACES	GA10	D357	11	2010-11-15T02:37:00	91.5	ocean_biome	ocean	water	Atlantic Ocean	39.25553 S 7.72506 E	237932	PRJNA385854	SRP110813	SAMN07136961	SRR5788071	323810664	SRZ187684	metaSPAdes v3.10.1
S0500	GEOTRACES	GA10	D357	11	2010-11-15T02:37:00	121.1	ocean_biome	ocean	water	Atlantic Ocean	39.25553 S 7.72506 E	237930	PRJNA385854	SRP110813	SAMN07136962	SRR5788072	11099605	SRZ187685	metaSPAdes v3.9.0
S0501	HOT		HOT156	Station ALOHA	2004-02-24	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1560200314	PRJNA385855	SRP109831	SAMN07136998	SRR5720299	13333617	SRZ187079	metaSPAdes v3.9.0
S0502	HOT		HOT156	Station ALOHA	2004-02-24	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1560200308	PRJNA385855	SRP109831	SAMN07136999	SRR5720300	10540927	SRZ187080	metaSPAdes v3.9.0
S0503	HOT		HOT156	Station ALOHA	2004-02-24	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1560200304	PRJNA385855	SRP109831	SAMN07137000	SRR5720301	12242781	SRZ187081	metaSPAdes v3.9.0
S0504	HOT		HOT158	Station ALOHA	2004-04-20	25	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1580200313	PRJNA385855	SRP109831	SAMN07137001	SRR5720302	41507610	SRZ187082	metaSPAdes v3.10.1
S0505	HOT		HOT158	Station ALOHA	2004-04-20	125	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1580200306	PRJNA385855	SRP109831	SAMN07137002	SRR5720303	26554323	SRZ187083	metaSPAdes v3.9.0
S0506	HOT		HOT158	Station ALOHA	2004-04-20	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1580200304	PRJNA385855	SRP109831	SAMN07137003	SRR5720304	20096976	SRZ187084	metaSPAdes v3.9.0
S0507	HOT		HOT159	Station ALOHA	2004-05-18	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1590200314	PRJNA385855	SRP109831	SAMN07137004	SRR5720305	28122089	SRZ187085	metaSPAdes v3.9.0
S0508	HOT		HOT159	Station ALOHA	2004-05-18	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1590200307	PRJNA385855	SRP109831	SAMN07137005	SRR5720306	21950314	SRZ187086	metaSPAdes v3.9.0
S0509	HOT		HOT159	Station ALOHA	2004-05-18	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1590200304	PRJNA385855	SRP109831	SAMN07137006	SRR5720297	31649155	SRZ187087	metaSPAdes v3.9.0
S0510	HOT		HOT160	Station ALOHA	2004-06-15	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1600200414	PRJNA385855	SRP109831	SAMN07137007	SRR5720298	23448593	SRZ187088	metaSPAdes v3.9.0
S0511	HOT		HOT160	Station ALOHA	2004-06-15	125	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1600200406	PRJNA385855	SRP109831	SAMN07137008	SRR5720225	25291252	SRZ187089	metaSPAdes v3.9.0
S0512	HOT		HOT160	Station ALOHA	2004-06-15	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1600200404	PRJNA385855	SRP109831	SAMN07137009	SRR5720226	31199129	SRZ187090	metaSPAdes v3.9.0
S0513	HOT		HOT162	Station ALOHA	2004-08-15	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1620200414	PRJNA385855	SRP109831	SAMN07137010	SRR5720227	22370133	SRZ187091	metaSPAdes v3.9.0
S0514	HOT		HOT162	Station ALOHA	2004-08-15	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1620200408	PRJNA385855	SRP109831	SAMN07137011	SRR5720228	31512521	SRZ187092	metaSPAdes v3.9.0
S0515	HOT		HOT162	Station ALOHA	2004-08-15	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1620200404	PRJNA385855	SRP109831	SAMN07137012	SRR5720221	25125604	SRZ187093	metaSPAdes v3.9.0
S0516	HOT		HOT163	Station ALOHA	2004-09-28	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1630200414	PRJNA385855	SRP109831	SAMN07137013	SRR5720222	26379124	SRZ187094	metaSPAdes v3.9.0
S0517	HOT		HOT163	Station ALOHA	2004-09-28	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1630200407	PRJNA385855	SRP109831	SAMN07137014	SRR5720223	29188845	SRZ187095	metaSPAdes v3.9.0
S0518	HOT		HOT163	Station ALOHA	2004-09-28	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1630200404	PRJNA385855	SRP109831	SAMN07137015	SRR5720224	19503759	SRZ187096	metaSPAdes v3.9.0
S0519	HOT		HOT164	Station ALOHA	2004-10-10	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1640201117	PRJNA385855	SRP109831	SAMN07137016	SRR5720219	22377770	SRZ187097	metaSPAdes v3.9.0
S0520	HOT		HOT164	Station ALOHA	2004-10-10	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1640201108	PRJNA385855	SRP109831	SAMN07137017	SRR5720220	18532257	SRZ187098	metaSPAdes v3.9.0
S0521	HOT		HOT164	Station ALOHA	2004-10-10	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1640201104	PRJNA385855	SRP109831	SAMN07137018	SRR5720242	25512857	SRZ187099	metaSPAdes v3.9.0
S0522	HOT		HOT165	Station ALOHA	2004-11-10	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1650200419	PRJNA385855	SRP109831	SAMN07137019	SRR5720241	32721051	SRZ187100	metaSPAdes v3.9.0
S0523	HOT		HOT165	Station ALOHA	2004-11-10	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1650200409	PRJNA385855	SRP109831	SAMN07137020	SRR5720244	39013537	SRZ187101	metaSPAdes v3.9.0
S0524	HOT		HOT165	Station ALOHA	2004-11-10	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1650200404	PRJNA385855	SRP109831	SAMN07137021	SRR5720243	40531155	SRZ187102	metaSPAdes v3.9.0
S0525	HOT		HOT166	Station ALOHA	2004-12-14	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1660200514	PRJNA385855	SRP109831	SAMN07137022	SRR5720246	33468362	SRZ187103	metaSPAdes v3.9.0
S0526	HOT		HOT166	Station ALOHA	2004-12-14	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1660200508	PRJNA385855	SRP109831	SAMN07137023	SRR5720245	31170529	SRZ187104	metaSPAdes v3.9.0
S0527	HOT		HOT166	Station ALOHA	2004-12-14	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1660200504	PRJNA385855	SRP109831	SAMN07137024	SRR5720248	23767421	SRZ187105	metaSPAdes v3.9.0
S0528	HOT		HOT144	Station ALOHA	2003-01-17	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1440200914	PRJNA385855	SRP109831	SAMN07137025	SRR5720247	26441873	SRZ187106	metaSPAdes v3.9.0
S0529	HOT		HOT144	Station ALOHA	2003-01-17	125	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1440200906	PRJNA385855	SRP109831	SAMN07137026	SRR5720240	26191174	SRZ187107	metaSPAdes v3.9.0
S0530	HOT		HOT144	Station ALOHA	2003-01-17	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1440200904	PRJNA385855	SRP109831	SAMN07137027	SRR5720239	34151795	SRZ187108	metaSPAdes v3.9.0
S0531	HOT		HOT145	Station ALOHA	2003-02-25	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1450200318	PRJNA385855	SRP109831	SAMN07137028	SRR5720269	17902513	SRZ187109	metaSPAdes v3.9.0
S0532	HOT		HOT145	Station ALOHA	2003-02-25	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1450200308	PRJNA385855	SRP109831	SAMN07137029	SRR5720270	45464228	SRZ187110	metaSPAdes v3.9.0
S0533	HOT		HOT145	Station ALOHA	2003-02-25	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1450200305	PRJNA385855	SRP109831	SAMN07137030	SRR5720267	45638515	SRZ187111	metaSPAdes v3.9.0
S0534	HOT		HOT146	Station ALOHA	2003-03-28	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1460200314	PRJNA385855	SRP109831	SAMN07137031	SRR5720268	17826774	SRZ187112	metaSPAdes v3.9.0
S0535	HOT		HOT146	Station ALOHA	2003-03-28	125	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1460200307	PRJNA385855	SRP109831	SAMN07137032	SRR5720273	31242438	SRZ187113	metaSPAdes v3.9.0
