PARAMETER	Sample ID	Sample ID	Sample ID	Station label	Event label	Environmental feature	Depth, nominal	Depth, top/min	Depth, bottom/max	Size fraction, lower threshold	Size fraction, upper threshold	Sample material	Sample method	Sample code/label	Analysis ID	Analysis method	Analysis method	Analysis method	Analysis label	Analysis ID	Analysis ID	Analysis label	Uniform resource locator/link to metadata file	Uniform resource locator/link to metadata file
989	TARA_R100000995	SAMEA2621061	ERS490320	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	<0.22	0.22	TARA_068_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_R100000995	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAMOSW_r2	ERX552358	ERR594415	run_APX_AAMOSW_5_C0C2AACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594415/ERR594415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594415/ERR594415_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594415
990	TARA_R100001377	SAMEA2621548	ERS491107	TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	80	98	<0.22	0.22	TARA_085_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(FeCl3)_W<0.22_R100001377	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAQOSW_r1	ERX552334	ERR594377	run_APX_AAQOSW_5_C0C2AACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594377/ERR594377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594377/ERR594377_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594377
991	TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	<0.22	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAROSW_r1	ERX552308	ERR594387	run_APX_AAROSW_4_D0745ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594387/ERR594387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594387/ERR594387_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594387
992	TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	<0.22	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAROSW_r2	ERX552305	ERR594381	run_APX_AAROSW_4_D0745ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594381/ERR594381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594381/ERR594381_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594381
993	TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	<0.22	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAROSW_r2	ERX552356	ERR594357	run_APX_AAROSW_8_C084LACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594357/ERR594357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594357/ERR594357_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594357
994	TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	<0.22	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAROSW_r3	ERX552307	ERR594383	run_APX_AAROSW_4_D0745ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594383/ERR594383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594383/ERR594383_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594383
995	TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	<0.22	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAROSW_r4	ERX552313	ERR594380	run_APX_AAROSW_4_D0745ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594380/ERR594380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594380/ERR594380_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594380
996	TARA_A100000171	SAMEA2619677	ERS488340	TARA_018	TARA_20091102T0813Z_018_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_018_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091102T0813Z_018_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100000171	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AASOSW_r1	ERX552351	ERR594358	run_APX_AASOSW_1_C0UVLACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594358/ERR594358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594358/ERR594358_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594358
997	TARA_E500000318	SAMEA2619779	ERS488499	TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_025_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091123T0912Z_025_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_E500000318	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AATOSW_r2	ERX552354	ERR594396	run_APX_AATOSW_2_C0URDACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594396/ERR594396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594396/ERR594396_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594396
998	TARA_E500000306	SAMEA2619791	ERS488518	TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	<0.22	0.22	TARA_025_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091123T1352Z_025_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_E500000306	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_AAVOSW_r3	ERX552362	ERR594375	run_APX_AAVOSW_8_D11VRACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594375/ERR594375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594375/ERR594375_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594375
999	TARA_A100001392	SAMEA2619815	ERS488558	TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_031_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100109T0715Z_031_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001392	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABAOSW_r2	ERX552310	ERR594401	run_APX_ABAOSW_7_D11KBACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594401/ERR594401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594401/ERR594401_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594401
1000	TARA_A100001392	SAMEA2619815	ERS488558	TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_031_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100109T0715Z_031_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001392	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABAOSW_r2	ERX552353	ERR594410	run_APX_ABAOSW_7_D11VRACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594410/ERR594410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594410/ERR594410_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594410
1001	TARA_R100000005	SAMEA2619903	ERS488673	TARA_034	TARA_20100120T0427Z_034_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_034_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100120T0427Z_034_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000005	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABCOSW_r2	ERX552315	ERR594370	run_APX_ABCOSW_7_D11KBACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594370/ERR594370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594370/ERR594370_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594370
1002	TARA_R100000005	SAMEA2619903	ERS488673	TARA_034	TARA_20100120T0427Z_034_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_034_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100120T0427Z_034_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000005	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABCOSW_r2	ERX552335	ERR594368	run_APX_ABCOSW_7_D11VRACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594368/ERR594368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594368/ERR594368_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594368
1003	TARA_R100000028	SAMEA2619950	ERS488737	TARA_036	TARA_20100312T0606Z_036_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_036_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100312T0606Z_036_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000028	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABDOSW_r1	ERX552322	ERR594369	run_APX_ABDOSW_1_C0UVLACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594369/ERR594369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594369/ERR594369_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594369
1004	TARA_R100000455	SAMEA2620210	ERS489059	TARA_041	TARA_20100330T0247Z_041_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_041_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100330T0247Z_041_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000455	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABEOSW_r2	ERX552342	ERR594384	run_APX_ABEOSW_7_D11KBACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594384/ERR594384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594384/ERR594384_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594384
1005	TARA_R100000149	SAMEA2620256	ERS489113	TARA_042	TARA_20100404T0247Z_042_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_042_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0247Z_042_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000149	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABFOSW_r1	ERX552364	ERR594398	run_APX_ABFOSW_7_D11KBACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594398/ERR594398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594398/ERR594398_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594398
1006	TARA_R100000149	SAMEA2620256	ERS489113	TARA_042	TARA_20100404T0247Z_042_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_042_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0247Z_042_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000149	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABFOSW_r1	ERX552367	ERR594403	run_APX_ABFOSW_7_D11VRACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594403/ERR594403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594403/ERR594403_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594403
1007	TARA_R100000152	SAMEA2620273	ERS489148	TARA_042	TARA_20100404T0950Z_042_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	<0.22	0.22	TARA_042_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0950Z_042_EVENT_PUMP_DCM_(80m)_SEQ-(FeCl3)_W<0.22_R100000152	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABGOSW_r3	ERX552357	ERR594413	run_APX_ABGOSW_8_D11VRACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594413/ERR594413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594413/ERR594413_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594413
1008	TARA_R100000406	SAMEA2620384	ERS489285	TARA_046	TARA_20100415T0201Z_046_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_046_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100415T0201Z_046_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000406	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABHOSW_r1	ERX552345	ERR594376	run_APX_ABHOSW_1_C0UVLACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594376/ERR594376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594376/ERR594376_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594376
1009	TARA_R100000322	SAMEA2620812	ERS489943	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_064_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000322	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABIOSW_r1	ERX552316	ERR594392	run_APX_ABIOSW_8_D11TTACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594392/ERR594392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594392/ERR594392_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594392
1010	TARA_R100000900	SAMEA2620947	ERS490142	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_066_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000900	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABKOSW_r1	ERX552333	ERR594362	run_APX_ABKOSW_8_D11TTACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594362/ERR594362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594362/ERR594362_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594362
1011	TARA_R100000908	SAMEA2620967	ERS490180	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	30	30	<0.22	0.22	TARA_066_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100000908	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABLOSW_r1	ERX552336	ERR594389	run_APX_ABLOSW_8_D11TTACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594389/ERR594389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594389/ERR594389_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594389
1012	TARA_R100000988	SAMEA2621033	ERS490285	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_068_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000988	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABMOSW_r1	ERX552323	ERR594391	run_APX_ABMOSW_8_D11TTACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594391/ERR594391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594391/ERR594391_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594391
1013	TARA_R100001015	SAMEA2621085	ERS490346	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_070_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001015	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABNOSW_r1	ERX552346	ERR594353	run_APX_ABNOSW_8_D11VRACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594353/ERR594353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594353/ERR594353_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594353
1014	TARA_R100001039	SAMEA2621107	ERS490388	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	<0.22	0.22	TARA_070_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001039	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABPOSW_r1	ERX552321	ERR594407	run_APX_ABPOSW_7_D11VRACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594407/ERR594407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594407/ERR594407_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594407
1015	TARA_R100001079	SAMEA2621151	ERS490452	TARA_072	TARA_20101005T0800Z_072_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_072_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101005T0800Z_072_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001079	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABQOSW_r1	ERX552365	ERR594364	run_APX_ABQOSW_7_D11VRACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594364/ERR594364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594364/ERR594364_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594364
1016	TARA_R100001126	SAMEA2621213	ERS490557	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_076_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001126	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABROSW_r2	ERX552347	ERR594354	run_APX_ABROSW_2_C0URDACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594354/ERR594354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594354/ERR594354_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594354
1017	TARA_R100001129	SAMEA2621229	ERS490610	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	148	152	<0.22	0.22	TARA_076_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(FeCl3)_W<0.22_R100001129	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABSOSW_r2	ERX552344	ERR594355	run_APX_ABSOSW_2_C0URDACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594355/ERR594355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594355/ERR594355_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594355
1018	TARA_R100001509	SAMEA2622331	ERS492160	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_109_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001509	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABTOSW_r3	ERX552339	ERR594412	run_APX_ABTOSW_2_C0URDACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594412/ERR594412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594412/ERR594412_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594412
1019	TARA_A100001518	SAMEA2619854	ERS488613	TARA_032	TARA_20100111T1417Z_032_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	<0.22	0.22	TARA_032_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100111T1417Z_032_EVENT_PUMP_DCM_(80m)_SEQ-(FeCl3)_W<0.22_A100001518	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ABVOSW_r1	ERX552360	ERR594360	run_APX_ABVOSW_8_D11VRACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594360/ERR594360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594360/ERR594360_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594360
1020	TARA_S200002703	SAMEA2619747	ERS488448	TARA_022	TARA_20091116T0816Z_022_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_022_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091116T0816Z_022_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_S200002703	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ACBOSW_r1	ERX552330	ERR594406	run_APX_ACBOSW_7_D11UHACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594406/ERR594406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594406/ERR594406_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594406
1021	TARA_S200002703	SAMEA2619747	ERS488448	TARA_022	TARA_20091116T0816Z_022_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_022_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091116T0816Z_022_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_S200002703	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ACBOSW_r1	ERX552350	ERR594378	run_APX_ACBOSW_8_D11UHACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594378/ERR594378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594378/ERR594378_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594378
1022	TARA_R100000081	SAMEA2620014	ERS488813	TARA_038	TARA_20100315T0335Z_038_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	<0.22	0.22	TARA_038_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100315T0335Z_038_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000081	PRJEB4419	Virus_DNA_ext		MetaG_virus	APX_ACCOSW_r1	ERX552363	ERR594400	run_APX_ACCOSW_7_D11UHACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594400/ERR594400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594400/ERR594400_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594400
